dt,kabupaten,jumlah_kejadian,meninggal,hilang,luka_sakit,menderita,mengungsi,rumah_rusak_berat,rumah_rusak_sedang,rumah_rusak_ringan,rumah_terendam,estimasi_kerugian_rumah,pendidikan_rusak,fasyankes_rusak,rumah_ibadat_rusak,fasum_rusak,jembatan_rusak,kantor_rusak
2016-04-22 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,7035,878,0,0,0,0,0,0,0,0,0,0,0
2016-04-21 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,90,40,0,0,0,0,0,0,0,0,0,0,0
2016-04-20 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-02 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,7650,250,0,0,0,0,0,0,0,0,0,0,0
2016-04-02 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,11601,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-18 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,3906,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-15 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,6834,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-11 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,6383,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-08 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,2195,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-08 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,6620,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-05 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-05 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,7470,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-02 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,27920,642,0,0,0,8490,8490,0,0,0,0,0,0
2016-03-01 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0
2016-02-27 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,24175,359,0,0,0,0,0,0,0,0,0,0,0
2016-02-26 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-25 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,1840,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-14 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,2072,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-12 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,3032,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-20 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
2016-01-12 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,1837,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,935,0,0,0,0,0,0,0,0,0,0,0,0
2015-11-16 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-23 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,7699,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09 08:08:08,Kota Adm. Jakarta Selatan,0.200000003,0,0,0,2842,513,0,0,0,0,0,0,0,0,0,0,0
2015-02-09 08:08:08,Kota Adm. Jakarta Timur,0.200000003,0,0,0,532,1119,0,0,0,0,0,0,0,0,0,0,0
2015-02-09 08:08:08,Kota Adm. Jakarta Pusat,0.200000003,0,0,0,1212,1212,0,0,0,0,0,0,0,0,0,0,0
2015-02-09 08:08:08,Kota Adm. Jakarta Barat,0.200000003,0,0,0,52297,6906,0,0,0,0,0,0,0,0,0,0,0
2015-02-09 08:08:08,Kota Adm. Jakarta Utara,0.200000003,0,0,0,0,4878,0,0,0,0,0,0,0,0,0,0,0
2015-01-23 08:08:08,Kota Adm. Jakarta Timur,0.333332986,0,0,0,3427,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23 08:08:08,Kota Adm. Jakarta Barat,0.333332986,0,0,0,6980,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-23 08:08:08,Kota Adm. Jakarta Utara,0.333332986,0,0,0,703,550,0,0,0,0,0,0,0,0,0,0,0
2014-12-23 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,5829,0,0,0,0,0,0,0,0,0,0,0
2014-11-20 08:08:08,Kota Adm. Jakarta Selatan,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-20 08:08:08,Kota Adm. Jakarta Timur,0.5,0,0,0,20813,1089,0,0,0,6645,6645,0,0,0,0,0,0
2014-11-14 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,3427,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-12 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,3427,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-11 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08-05 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,8814,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-28 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,9308,0,0,0,0,0,0,0,0,0,0,0,0
2014-07-07 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,2068,50,0,0,0,0,0,0,0,0,0,0,0
2014-06-13 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,9308,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-23 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,4327,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-16 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,5427,0,0,0,0,0,0,0,0,0,0,0,0
2014-04-06 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,3427,0,0,0,0,1508,1508,0,0,0,0,0,0
2014-03-29 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,4054,650,0,0,0,0,0,0,0,0,0,0,0
2014-02-25 08:08:08,Kota Adm. Jakarta Selatan,0.333332986,0,0,0,14725,1810,0,0,0,0,0,0,0,0,0,0,0
2014-02-25 08:08:08,Kota Adm. Jakarta Timur,0.333332986,0,0,0,9517,1363,0,0,0,0,0,0,0,0,0,0,0
2014-02-25 08:08:08,Kota Adm. Jakarta Barat,0.333332986,0,0,0,42761,1967,0,0,0,0,0,0,0,0,0,0,0
2014-02-23 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,1255,0,0,0,0,0,0,0,0,0,0,0
2014-02-23 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,5959,931,0,0,0,0,0,0,0,0,0,0,0
2014-02-23 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0
2014-01-12 08:08:08,Kota Adm. Jakarta Selatan,0.200000003,2,0,0,21365,24847,0,0,0,0,0,0,0,0,0,0,0
2014-01-12 08:08:08,Kota Adm. Jakarta Timur,0.200000003,11,0,0,50205,19690,0,0,0,17010,17010,0,0,0,0,0,0
2014-01-12 08:08:08,Kota Adm. Jakarta Pusat,0.200000003,3,0,0,10392,3426,0,0,0,0,0,0,0,0,0,0,0
2014-01-12 08:08:08,Kota Adm. Jakarta Barat,0.200000003,3,0,0,68787,25319,0,0,0,0,0,0,0,0,0,0,0
2014-01-12 08:08:08,Kota Adm. Jakarta Utara,0.200000003,6,0,0,1220,7318,0,0,0,0,0,0,0,0,0,0,0
2013-12-13 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,0,640,3,0,0,2035,2215,0,0,0,0,0,0
2013-11-17 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,1890,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-13 08:08:08,Kota Adm. Jakarta Selatan,0.5,0,0,0,265,85,0,0,0,173,173,0,0,0,0,0,0
2013-11-13 08:08:08,Kota Adm. Jakarta Timur,0.5,0,0,0,2620,0,0,0,952,0,14280,0,0,0,0,0,0
2013-11-08 08:08:08,Kota Adm. Jakarta Selatan,0.5,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-08 08:08:08,Kota Adm. Jakarta Timur,0.5,0,0,0,2620,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-27 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,2620,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-20 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,180,0,0,0,0,65,65,0,0,0,0,0,0
2013-10-18 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,6676,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-09 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,7728,0,0,0,0,1000,1000,0,0,0,0,0,0
2013-08-09 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,7986,400,0,0,0,1000,1000,0,0,0,0,0,0
2013-08-08 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,13286,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-03 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,16016,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-23 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,3128,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-23 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,11290,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-23 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-22 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,2623,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-22 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,11268,0,0,0,0,1428,1428,0,0,0,0,0,0
2013-07-22 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-20 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-13 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,3787,0,0,0,0,1500,1500,0,0,0,0,0,0
2013-07-11 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,3428,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-11 08:08:08,Kota Adm. Jakarta Selatan,0.5,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-11 08:08:08,Kota Adm. Jakarta Timur,0.5,0,0,0,4120,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0
2013-04-17 08:08:08,Kota Adm. Jakarta Timur,0.5,0,0,0,2620,0,0,0,0,952,952,0,0,0,0,0,0
2013-04-17 08:08:08,Kota Adm. Jakarta Barat,0.5,0,0,0,371,0,0,0,0,104,104,0,0,0,0,0,0
2013-03-05 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,2236,0,0,0,5933,5933,0,0,0,0,0,0
2013-01-16 08:08:08,Kota Adm. Jakarta Selatan,0.200000003,3,0,0,0,2623,0,0,0,0,0,0,0,0,0,0,0
2013-01-16 08:08:08,Kota Adm. Jakarta Timur,0.200000003,6,0,0,0,11660,0,0,0,0,0,0,0,0,0,0,0
2013-01-16 08:08:08,Kota Adm. Jakarta Pusat,0.200000003,2,0,0,0,1268,0,0,0,0,0,0,0,0,0,0,0
2013-01-16 08:08:08,Kota Adm. Jakarta Barat,0.200000003,19,0,0,0,52065,0,0,0,0,0,0,0,0,0,0,0
2013-01-16 08:08:08,Kota Adm. Jakarta Utara,0.200000003,8,0,0,0,16314,0,0,0,0,0,0,0,0,0,0,0
2013-01-13 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0
2012-12-24 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,7307,0,0,0,0,2425,2425,0,0,0,0,0,0
2012-12-21 08:08:08,Kota Adm. Jakarta Selatan,0.5,1,0,0,7307,190,0,0,0,0,0,0,0,0,0,0,0
2012-12-21 08:08:08,Kota Adm. Jakarta Timur,0.5,0,0,0,0,1505,5,0,0,0,300,0,0,0,0,0,0
2012-11-22 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,500,0,0,0,100,100,0,0,0,0,0,0
2012-11-22 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,360,280,0,0,0,2035,2035,0,0,0,0,0,0
2012-04-02 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0
2012-04-02 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,559,1,0,0,0,60,0,0,0,0,0,0
2012-04-02 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,14040,500,0,0,0,0,0,0,0,0,0,0,0
2011-12-13 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,0,0,0,73,294,1389,0,0,0,0,0,0
2011-12-01 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,0,0,0,50,200,950,0,0,0,0,0,0
2011-11-28 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0
2011-11-24 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
2011-11-15 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,130,0,0,0,290,290,0,0,0,0,0,0
2011-11-01 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,0,0,0,106,425,2015,0,0,0,0,0,0
2011-10-30 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,1268,0,0,0,320,320,0,0,0,0,0,0
2011-05-20 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
2010-10-25 08:08:08,Kota Adm. Jakarta Selatan,1,3,0,49,0,314,0,0,0,175,175,0,0,0,0,0,0
2010-10-04 08:08:08,Kota Adm. Jakarta Timur,0.5,0,0,0,0,0,0,0,0,350,350,0,0,0,0,0,0
2010-10-04 08:08:08,Kota Adm. Jakarta Utara,0.5,0,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0
2010-09-26 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,0,0,0,0,350,350,0,0,0,0,0,0
2010-09-14 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,178,0,1000,0,0,0,220,220,0,0,0,0,0,0
2010-08-25 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,13087,145,0,0,0,3565,3565,0,0,0,0,0,0
2010-08-17 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0
2010-06-30 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,300,0,0,0,487,487,0,0,0,0,0,0
2010-03-05 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
2010-02-18 08:08:08,Kota Adm. Jakarta Selatan,0.5,0,0,0,0,3385,0,0,0,677,677,0,0,0,0,0,0
2010-02-18 08:08:08,Kota Adm. Jakarta Timur,0.5,0,0,0,0,553,0,0,0,155,155,0,0,0,0,0,0
2010-02-13 08:08:08,Kota Adm. Jakarta Timur,1,1,0,11,0,2059,0,0,0,7516,7516,0,0,0,0,0,0
2010-02-13 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,8152,0,0,0,0,2050,2050,0,0,0,0,0,0
2010-01-18 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0
2009-12-01 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-07 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,0
2009-01-15 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-13 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,2,1125,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-13 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,18537,2098,0,0,0,0,0,0,0,0,0,0,0
2009-01-13 08:08:08,Kota Adm. Jakarta Pusat,1,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0
2009-01-13 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-13 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,0,944,0,0,0,140,140,0,0,0,0,0,0
2008-09-08 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-15 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,50,0,132,0,0,0,0,0,0,0,0,0,0,0
2008-03-15 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,3794,0,0,0,0,777,777,0,0,0,0,0,0
2008-03-14 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-14 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-12 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0
2008-03-12 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0
2008-03-12 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-12 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-27 08:08:08,Kota Adm. Jakarta Timur,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01 08:08:08,Kota Adm. Jakarta Selatan,0.200000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-01 08:08:08,Kota Adm. Jakarta Timur,0.200000003,1,0,0,0,887,0,0,0,0,0,0,0,0,0,0,0
2008-02-01 08:08:08,Kota Adm. Jakarta Pusat,0.200000003,0,0,0,0,20609,0,0,0,0,0,0,0,0,0,0,0
2008-02-01 08:08:08,Kota Adm. Jakarta Barat,0.200000003,5,0,0,0,37606,0,0,0,0,0,0,0,0,0,0,0
2008-02-01 08:08:08,Kota Adm. Jakarta Utara,0.200000003,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
2008-01-02 08:08:08,Kota Adm. Jakarta Timur,1,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0
2008-01-01 08:08:08,Kota Adm. Jakarta Selatan,1,0,0,0,0,1778,0,0,0,0,0,0,0,0,0,0,0
2008-01-01 08:08:08,Kota Adm. Jakarta Pusat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-01-01 08:08:08,Kota Adm. Jakarta Barat,1,0,0,0,0,2924,0,0,0,0,0,0,0,0,0,0,0
2008-01-01 08:08:08,Kota Adm. Jakarta Utara,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
